user_path_Compressed,unique_visitors,unique_visits
Home~product detail page~Store search results~product detail page (X5),2,2
Home (X2)~product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart,2,2
product detail page~Store search results (X6),2,2
Home~Clearance Sale (X3)~product detail page,2,2
Home~product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~product detail page,2,2
Home (X3)~product detail page (X3)~Store search results,2,2
Home~product detail page (X3)~Shopping Cart (X2)~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information,2,2
Home (X2)~product detail page~Home~product detail page (X16),2,2
[Home (X2)~product detail page (X3)] (X2),2,2
product detail page~Store search results~Frequently Asked Questions,2,2
Clearance Sale (X2)~product detail page,2,2
Page Unavailable~product detail page (X5)~Home,2,2
Home (X4)~Clearance Sale~product detail page (X2),2,2
Home (X2)~Shopping Cart~Home (X4),2,2
Page Unavailable~product detail page (X5)~Page Unavailable,2,2
Home~product detail page (X6)~Store search results~product detail page,2,2
Home~product detail page (X7)~Shopping Cart (X2)~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),2,2
Home~product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Payment Method,2,2
Home~The Google Merchandise Store - Log In (X2)~Home~The Google Merchandise Store - My Account~Home,2,2
[Home~product detail page (X2)] (X2)~Shopping Cart (X2),2,2
Home (X2)~Shopping Cart~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In,2,2
product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart,2,2
Home~product detail page (X3)~Shopping Cart~Home~product detail page (X2),2,2
Home~product detail page (X7)~Store search results,2,2
Home~product detail page (X7)~Store search results (X2),2,2
Home~product detail page (X7)~Store search results (X2)~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),2,2
Home (X3)~product detail page~Home (X2)~product detail page~Home,2,2
Home~product detail page~The Google Merchandise Store - Log In (X4)~Home~product detail page,2,2
Home (X2)~The Google Merchandise Store - Log In~product detail page~Home,2,2
Home (X2)~product detail page (X2)~Home (X2)~product detail page~Home,2,2
Home~product detail page~The Google Merchandise Store - Log In (X4),2,2
[Home~product detail page (X2)] (X2)~Store search results,2,2
Home~product detail page (X7)~Store search results~product detail page,2,2
product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),2,2
Home~Terms of Use~Shipping Information,2,2
Home~product detail page~The Google Merchandise Store - Log In (X2)~Home~product detail page (X8),2,2
product detail page~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),2,2
Home (X7)~product detail page~Home (X3),2,2
[Home~product detail page (X2)] (X2)~Home (X2)~product detail page,2,2
Home (X3)~product detail page~Home~product detail page (X3)~Shopping Cart,2,2
Shopping Cart (X2)~Return Policy,2,2
Shopping Cart~product detail page (X4)~Shopping Cart (X2)~The Google Merchandise Store - Log In~Shopping Cart,2,2
Home (X2)~The Google Merchandise Store - My Account (X2),2,2
product detail page~The Google Merchandise Store - Log In~Home~product detail page (X2),2,2
product detail page~The Google Merchandise Store - Log In~Home~product detail page (X2)~Shopping Cart~Checkout Your Information,2,2
[Home~product detail page] (X2)~Home~Store search results (X3),2,2
product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),2,2
product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information~Payment Method (X2)~Checkout Confirmation (X2),2,2
[Home~product detail page (X2)] (X2)~Home~product detail page~Home,2,2
Home~Store search results~product detail page (X2)~Home~product detail page,2,2
product detail page (X3)~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart,2,2
Shipping Information (X2),1,2
Shopping Cart (X2)~Home~product detail page~Shopping Cart,2,2
Home (X2)~product detail page (X2)~Home (X3)~product detail page (X3),2,2
Home (X2)~product detail page (X2)~Home (X3)~product detail page (X2),2,2
product detail page~The Google Merchandise Store - Log In~Home~product detail page (X7),2,2
Home~Store search results~product detail page (X3)~Shopping Cart,2,2
Home~product detail page (X7)~The Google Merchandise Store - Log In,2,2
product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Shipping Information,2,2
Home (X2)~Shopping Cart~product detail page (X3)~Shopping Cart,2,2
Home~product detail page (X8)~Home~product detail page (X4),2,2
Shopping Cart (X2)~Home~Shopping Cart,2,2
product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information (X2)~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),2,2
Home (X2)~Shopping Cart~product detail page (X3)~Shopping Cart~Checkout Your Information (X2)~Payment Method~Checkout Review~Checkout Confirmation (X2),2,2
Home (X3)~product detail page~Home~Store search results,2,2
Home (X2)~Store search results (X2)~product detail page (X3),2,2
Home~product detail page (X8)~Home~product detail page (X7),2,2
Home~product detail page (X8)~Home~product detail page (X9),2,2
Home~product detail page (X2)~Shopping Cart (X2)~Checkout Your Information~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),2,2
[Home~product detail page (X6)] (X2),2,2
product detail page (X7)~Shopping Cart~product detail page~Shopping Cart,2,2
Home (X3)~product detail page~Home~Page Unavailable,2,2
product detail page (X3)~Shopping Cart~product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In,2,2
Home (X2)~The Google Merchandise Store - Log In~product detail page (X2),2,2
Home~product detail page (X8)~Shopping Cart (X2),2,2
[Home~product detail page (X7)] (X2),2,2
Home (X2)~Shopping Cart~Home~product detail page (X2),2,2
Home~Store search results~product detail page~Store search results~product detail page (X3),2,2
Home~product detail page (X2)~Shopping Cart (X2)~The Google Merchandise Store - Log In,2,2
Shipping Information~The Google Merchandise Store - Log In,2,2
Home~Store search results~product detail page (X3)~Store search results,2,2
Home (X2)~product detail page (X2)~Home (X2)~product detail page (X3),2,2
product detail page~The Google Merchandise Store - Log In~product detail page (X2),2,2
[Home~product detail page] (X2)~Home (X3)~product detail page,2,2
Home (X3)~product detail page~Home~product detail page (X2)~Home,2,2
Home~product detail page (X3)~Shopping Cart~Home,2,2
product detail page (X3)~Shopping Cart~product detail page (X5),2,2
[Home~product detail page] (X2)~Home (X2)~product detail page~Home~product detail page,2,2
[Home~product detail page (X3)] (X2)~Home,2,2
product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home,2,2
Home~product detail page~The Google Merchandise Store - Log In (X2)~product detail page (X2),2,2
Home~Store search results~product detail page (X7),2,2
Home~product detail page (X3)~Shopping Cart~Checkout Your Information~Payment Method (X2),2,2
product detail page (X2)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information (X3)~Payment Method~Checkout Confirmation (X2),2,2
Home (X2)~product detail page (X2)~Frequently Asked Questions~product detail page,2,2
[Home~product detail page] (X2)~Home~Store search results~Home,2,2
Return Policy~product detail page,2,2
Home (X2)~product detail page~Home~product detail page (X2)~[Home~product detail page] (X3),2,2
Home~Store search results~Home~product detail page (X5),2,2
product detail page (X8)~Home~product detail page (X4),2,2
Home (X3)~product detail page~Home~product detail page~Store search results~product detail page,2,2
product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In (X3),2,2
Home (X2)~product detail page~Home~product detail page (X3)~Home~product detail page,2,2
product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In (X3)~Home~Shopping Cart~Checkout Your Information,2,2
Home~The Google Merchandise Store - Log In (X2)~Home~The Google Merchandise Store - Log In~Home,2,2
Home~product detail page (X11)~Shopping Cart~product detail page,2,2
Page Unavailable~product detail page~Store search results~Page Unavailable,2,2
Home (X2)~Store search results~product detail page (X13),2,2
Home~The Google Merchandise Store - Log In (X2)~Home~The Google Merchandise Store - Log In,2,2
[Home~Store search results (X2)] (X2),2,2
Home~The Google Merchandise Store - Log In (X2)~Home~Terms of Use,2,2
Home (X2)~product detail page~Home~product detail page (X3)~Home~product detail page (X2),2,2
Home~product detail page (X7)~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),2,2
Home~product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information (X2)~Payment Method (X2)~Checkout Review~Checkout Confirmation (X2),2,2
[Home~product detail page] (X2)~Home~product detail page (X2)~[Home~product detail page] (X2)~Home (X2),2,2
Home (X7)~product detail page (X3),2,2
Home~product detail page~The Google Merchandise Store - Log In (X2)~Home~Store search results,2,2
Home (X2)~product detail page (X2)~Home~Frequently Asked Questions,2,2
Home (X3)~product detail page~Shopping Cart (X2)~The Google Merchandise Store - Log In,2,2
Home (X2)~product detail page (X11)~Shopping Cart (X2),2,2
Home~product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~Shopping Cart~Checkout Your Information (X3)~Payment Method~Checkout Review~Checkout Confirmation (X2),2,2
Shopping Cart (X2)~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),2,2
product detail page (X8)~Home~product detail page~Home (X2)~product detail page,2,2
Home (X2)~product detail page (X2)~Home~product detail page (X8),2,2
product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In (X2)~Home~product detail page~Shopping Cart~Checkout Your Information,2,2
product detail page~The Google Merchandise Store - Log In (X2)~product detail page,2,2
Home~product detail page (X9)~Home~product detail page (X7),2,2
Shopping Cart (X2)~The Google Merchandise Store - Log In~Shopping Cart,2,2
product detail page (X8)~Home~product detail page (X8),2,2
Home~product detail page (X3)~Shopping Cart (X2)~product detail page (X4),2,2
Home (X2)~product detail page~Home~product detail page (X23),2,2
Home (X2)~product detail page (X2)~Home~product detail page (X6),2,2
product detail page (X8)~Home~product detail page (X6),2,2
Home (X7)~product detail page (X2)~Home~Store search results~product detail page,2,2
Home~product detail page (X9)~Home~product detail page (X21),2,2
Page Unavailable~product detail page~Store search results~product detail page (X2),2,2
Shopping Cart~product detail page (X4)~Shopping Cart~product detail page,2,2
Shopping Cart~product detail page (X4)~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review~Checkout Confirmation (X2),2,2
product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In~Frequently Asked Questions,2,2
Home~product detail page (X8)~Shopping Cart~product detail page (X7),2,2
Home (X2)~[product detail page~Home] (X3)~product detail page~Home (X2)~product detail page,2,2
Home~product detail page (X7)~Shopping Cart~The Google Merchandise Store - Log In (X4),2,2
[Home~The Google Merchandise Store - Log In] (X2)~Home~The Google Merchandise Store - My Account (X3),2,2
Home (X8)~product detail page~Home,2,2
Home~product detail page (X12)~Shopping Cart (X2),2,2
product detail page~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account (X6),2,2
product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In~Home,2,2
Home (X3)~product detail page (X9)~Home,2,2
Home~product detail page (X2)~Shopping Cart (X4),2,2
Home~Store search results~[product detail page~Home] (X2),2,2
Home (X2)~product detail page (X2)~Home~Shopping Cart,2,2
Home~product detail page (X8)~Shopping Cart~product detail page,2,2
Home (X2)~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account (X2)~Home,1,2
Home~product detail page (X3)~Shopping Cart~Return Policy,2,2
product detail page (X3)~Spring Sale,2,2
Home (X7)~product detail page (X6),2,2
Home (X2)~product detail page (X2)~Home~product detail page (X10),2,2
Return Policy~Home,2,2
product detail page (X3)~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information,2,2
Home~Store search results~Shipping Information,2,2
