user_path_Compressed_no_Counts,is_frustrated,frustrated_reasons
Home~product detail page~Shopping Cart~Home~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~product detail page~Shopping Cart~Home,Y,form_friction|indecision
Home~Shopping Cart~Page Unavailable~Home~product detail page,Y,technical_issue
Home~product detail page~Home~Shopping Cart~product detail page~Shopping Cart~Home~product detail page,Y,indecision
Home~product detail page~Home~Store search results~Shopping Cart,N,
Home~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information~Store search results,Y,price_shock
Home~product detail page~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - Log In~Home~product detail page,Y,account_blocked
Home~product detail page~Home~product detail page~Frequently Asked Questions~The Google Merchandise Store - Log In~product detail page,N,
Home~Store search results~product detail page~Store search results~Home~product detail page~Store search results,Y,search_struggle
Home~product detail page~Store search results~product detail page~Store search results~product detail page~Home~product detail page~Store search results~Home~product detail page~Home~Store search results,Y,indecision|search_struggle
Home~The Google Merchandise Store - Log In~Home~product detail page~Home~The Google Merchandise Store - Log In,Y,account_blocked
Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Checkout Your Information~Shopping Cart,Y,form_friction
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Home~Shopping Cart~Checkout Your Information~Payment Method,Y,form_friction|payment_friction
Home~product detail page~Shopping Cart~Home~Shopping Cart~The Google Merchandise Store - Log In~product detail page,Y,form_friction|indecision
Home~product detail page~Store search results~Home~The Google Merchandise Store - Log In~product detail page~Store search results~Home,N,
Home~product detail page~The Google Merchandise Store - Log In~product detail page~Shopping Cart~product detail page~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~product detail page~Home~Shopping Cart,Y,form_friction|indecision
product detail page~Shopping Cart~Return Policy~Frequently Asked Questions,Y,price_shock
Home~product detail page~Shopping Cart~Home~product detail page~Shopping Cart~Home~product detail page~Clearance Sale~Shopping Cart~Clearance Sale,Y,indecision
Page Unavailable~Home~product detail page~Page Unavailable~Home,Y,technical_issue
Home~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Checkout Review,N,
Home~Store search results~Home~Store search results~Home~Store search results~product detail page~Store search results~Home~Store search results~product detail page,Y,search_struggle
Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Frequently Asked Questions,Y,indecision
Home~Shipping Information~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Shopping Cart~product detail page~Home~Shopping Cart,Y,indecision
Home~Clearance Sale~Store search results~product detail page,N,
Home~product detail page~Shopping Cart~Home~product detail page~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account,Y,price_shock
Home~product detail page~Terms of Use,N,
Store search results~product detail page~The Google Merchandise Store - Log In~Home~The Google Merchandise Store - My Account~Home~product detail page,N,
product detail page~Home~Shopping Cart~Shipping Information,N,
Home~product detail page~Store search results~product detail page~The Google Merchandise Store - Log In~The Google Merchandise Store - My Account~The Google Merchandise Store - Log In~Your Wishlist~product detail page~Your Wishlist~The Google Merchandise Store - My Account~product detail page,N,
Home~product detail page~Store search results~product detail page~Home~product detail page~Store search results,N,
Home~product detail page~Store search results~Shopping Cart~Home~Store search results~Shopping Cart~product detail page~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information,Y,form_friction|indecision
Home~Shipping Information~Home~Shopping Cart~The Google Merchandise Store - Log In~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Home~product detail page~Shopping Cart~Checkout Your Information~Shopping Cart,Y,form_friction|payment_friction
Home~product detail page~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart,Y,account_blocked
Home~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~The Google Merchandise Store - Log In~The Google Merchandise Store - Register~The Google Merchandise Store - Log In~Home~Spring Sale~The Google Merchandise Store - My Account~The Google Merchandise Store - Log In~product detail page~Home~product detail page,Y,account_blocked
Home~product detail page~Home~Return Policy~Home,N,
product detail page~Store search results~product detail page~Store search results~Shopping Cart~Store search results~product detail page,Y,indecision
Home~Shopping Cart~Home~The Google Merchandise Store - My Account~product detail page~The Google Merchandise Store - My Account,N,
Home~product detail page~Home~product detail page~Home~product detail page~Home~Store search results~product detail page,Y,indecision
Home~product detail page~Shopping Cart~Return Policy~product detail page,Y,price_shock
Page Unavailable~Home~product detail page~Page Unavailable~Home~product detail page~Store search results~product detail page,Y,technical_issue
Page Unavailable~product detail page~Store search results~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~Store search results,Y,technical_issue
Page Unavailable~product detail page~Page Unavailable~product detail page~Page Unavailable~product detail page~Page Unavailable~product detail page,Y,technical_issue
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method,N,
Home~product detail page~Store search results~product detail page~Store search results~product detail page~Home~product detail page,N,
product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~product detail page~Shopping Cart~product detail page,Y,indecision
Shopping Cart~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Shopping Cart~product detail page~Shopping Cart~product detail page~Home~product detail page~Shopping Cart~Checkout Your Information~Shopping Cart~Checkout Your Information~Home,Y,form_friction|indecision
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~Shopping Cart,Y,form_friction|payment_friction
Home~product detail page~Home~product detail page~Store search results~product detail page~Shopping Cart~The Google Merchandise Store - Log In~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page,Y,indecision
product detail page~Home~Store search results~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Checkout Your Information~Payment Method,N,
product detail page~Shipping Information~Return Policy~Shipping Information,N,
Home~product detail page~Home~Shopping Cart~Home~Shopping Cart~Home~Clearance Sale~Frequently Asked Questions~Shopping Cart~Home~The Google Merchandise Store - Log In,Y,indecision
Home~product detail page~Home~Store search results~Home~product detail page~Home~product detail page,N,
Home~product detail page~Clearance Sale~Shopping Cart,N,
Home~Frequently Asked Questions~Store search results~product detail page,N,
Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In,Y,indecision
Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Home~Shopping Cart~Checkout Your Information~Payment Method~product detail page~The Google Merchandise Store - My Account,Y,payment_friction
Home~product detail page~Shopping Cart~product detail page~Shopping Cart~product detail page~Shopping Cart~Checkout Your Information~Payment Method,Y,indecision
Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home~product detail page~Home,Y,indecision
product detail page~Home~product detail page~Shopping Cart~The Google Merchandise Store - Log In~Shipping Information~Home,Y,price_shock
product detail page~Page Unavailable~product detail page~Shopping Cart~The Google Merchandise Store - Log In,Y,technical_issue
Home~product detail page~Home~product detail page~Home~product detail page~The Google Merchandise Store - Log In~Home~Your Wishlist,Y,indecision
product detail page~Home~product detail page~Clearance Sale~product detail page,N,
